TX_ID,CUSTOMER_ID,TX_DATE,PRODUCT_ID,QUANTITY,AMOUNT_LOCAL,CURRENCY
2545,1094,2023-08-21,2033,5,28.38,SEK
2546,1176,2023-12-07,2041,4,46.66,EUR
2547,1119,2023-09-10,2043,1,123.2,EUR
2548,1370,2023-08-27,2037,8,89.51,DKK
2549,1221,2023-10-10,2025,8,164.29,DKK
2550,1071,2023-04-21,2002,1,106.37,USD
2551,1447,2023-10-01,2022,5,142.34,DKK
2552,1257,2023-11-04,2029,1,88.67,DKK
2553,1230,2023-10-25,2030,2,97.5,EUR
2554,1405,2023-04-18,2009,7,130.37,USD
2555,1434,2023-08-31,2049,5,25.94,EUR
2556,1221,2023-02-13,2018,7,120.83,EUR
2557,1128,2023-09-29,2020,9,121.16,USD
2558,1250,2023-08-30,2005,5,72.37,USD
2559,1003,2023-06-04,2020,6,150.29,USD
2560,1477,2023-08-28,2009,9,94.71,DKK
2561,1188,2023-11-03,2001,9,83.8,USD
2562,1228,2023-10-07,2013,1,191.85,EUR
2563,1228,2023-05-27,2003,7,-6.21,EUR
2564,1255,2023-10-25,2011,2,133.96,EUR
2565,1382,2023-09-09,2003,6,80.68,DKK
2566,1496,2023-08-08,2019,1,104.14,EUR
2567,1297,2023-06-20,2019,7,63.64,DKK
2568,1204,2023-02-14,2034,7,41.41,EUR
2569,1230,2023-01-26,2032,7,114.18,SEK
2570,1189,2023-12-11,2009,4,57.07,DKK
2571,1449,2023-12-07,2035,5,129.59,EUR
2572,1188,2023-05-24,2021,4,-3.02,SEK
2573,1490,2023-03-12,2000,1,135.48,EUR
2574,1190,2023-12-25,2017,5,86.77,EUR
2575,1101,2023-05-26,2005,8,167.27,DKK
2576,1358,2023-05-30,2042,5,103.99,USD
2577,1477,2023-10-01,2033,9,129.71,USD
2578,1030,2023-03-25,2032,9,46.4,EUR
2579,1307,2023-01-13,2027,1,90.69,SEK
2580,1174,2023-01-02,2019,2,66.72,EUR
2581,1144,2023-09-27,2028,3,181.4,EUR
2582,1082,2023-12-24,2026,4,98.45,EUR
2583,1473,2023-09-06,2009,9,85.04,USD
2584,1016,2023-04-19,2044,3,172.53,USD
2585,1207,2023-09-05,2039,9,129.48,EUR
2586,1499,2023-12-29,2003,5,66.23,USD
2587,1351,2023-03-03,2013,3,68.34,EUR
2588,1483,2023-01-10,2000,2,76.92,DKK
2589,1447,2023-05-07,2047,3,121.1,DKK
2590,1110,2023-04-29,2028,4,142.59,EUR
2591,1109,2023-02-03,2042,6,103.23,EUR
2592,1266,2023-09-02,2014,4,131.41,EUR
2593,1235,2023-12-31,2024,1,40.29,EUR
2594,1386,2023-07-19,2035,7,160.8,DKK
2595,1112,2023-05-18,2020,6,159.33,EUR
2596,1321,2023-02-26,2020,3,137.9,DKK
2597,1194,2023-11-14,2021,3,71.09,USD
2598,1150,2023-06-06,2028,6,133.48,EUR
2599,1459,2023-02-24,2000,6,138.88,USD
2600,1491,2023-05-21,2025,2,132.23,EUR
2601,1313,2023-08-10,2024,2,98.24,DKK
2602,1173,2023-01-16,2022,7,88.4,EUR
2603,1362,2023-09-25,2026,4,36.08,EUR
2604,1218,2023-07-09,2002,6,28.85,DKK
2605,1443,2023-03-15,2034,9,88.31,EUR
2606,1194,2023-01-11,2044,4,76.89,EUR
2607,1007,2023-11-05,2026,7,96.59,DKK
2608,1392,2023-02-13,2048,8,140.07,EUR
2609,1283,2023-05-16,2007,9,133.17,USD
2610,1353,2023-05-18,2034,1,0.0,EUR
2611,1058,2023-06-19,2013,1,37.55,SEK
2612,1283,2023-03-23,2048,1,96.89,EUR
2613,1010,2023-09-18,2000,2,89.01,USD
2614,1124,2023-10-28,2039,7,119.79,EUR
2615,1464,2023-12-15,2018,2,141.48,EUR
2616,1289,2023-04-03,2022,4,98.52,EUR
2617,1339,2023-03-10,2040,3,136.55,EUR
2618,1483,2023-12-27,2023,8,108.56,EUR
2619,1041,2023-06-13,2035,5,236.77,EUR
2620,1402,2023-11-13,2035,6,149.6,EUR
2621,1294,2023-10-05,2008,7,139.69,EUR
2622,1476,2023-05-13,2024,8,92.42,EUR
2623,1232,2023-12-17,2043,2,-57.22,EUR
2624,1068,2023-12-26,2002,2,41.81,USD
2625,1293,2023-08-02,2005,5,5.34,EUR
2626,1481,2023-09-13,2019,3,127.77,EUR
2627,1372,2023-01-21,2012,9,149.62,DKK
2628,1001,2023-01-04,2026,4,63.32,EUR
2629,1405,2023-03-01,2015,5,112.88,DKK
2630,1040,2023-10-28,2032,9,41.55,SEK
2631,1378,2023-10-05,2012,2,129.72,USD
2632,1106,2023-10-28,2045,8,104.17,SEK
2633,1439,2023-05-10,2009,9,130.44,EUR
2634,1398,2023-11-16,2032,4,81.38,USD
2635,1449,2023-04-29,2008,8,26.36,SEK
2636,1495,2023-12-09,2045,7,118.64,USD
2637,1144,2023-10-22,2033,2,68.26,USD
2638,1444,2023-04-03,2047,6,169.74,SEK
2639,1477,2023-01-03,2048,2,122.45,EUR
2640,1310,2023-03-03,2028,6,153.67,EUR
2641,1117,2023-11-21,2010,6,77.44,SEK
2642,1309,2023-05-01,2019,1,136.57,DKK
2643,1386,2023-05-09,2006,4,92.16,EUR
2644,1117,2023-07-06,2046,9,129.66,EUR
2645,1274,2023-10-30,2041,2,184.14,DKK
2646,1349,2023-11-12,2001,6,109.76,DKK
2647,1240,2023-07-28,2018,5,103.51,EUR
2648,1374,2023-02-08,2009,7,10.87,DKK
2649,1223,2023-04-02,2042,3,134.7,EUR
2650,1265,2023-12-09,2012,9,105.75,EUR
2651,1285,2023-10-23,2029,9,168.6,EUR
2652,1198,2023-03-08,2033,1,73.47,DKK
2653,1376,2023-12-21,2026,2,55.25,EUR
2654,1176,2023-09-28,2049,6,157.65,EUR
2655,1067,2023-09-17,2013,4,39.26,EUR
2656,1100,2023-12-31,2007,7,60.23,EUR
2657,1020,2023-03-10,2043,5,67.01,EUR
2658,1354,2023-11-22,2019,7,108.44,EUR
2659,1402,2023-07-02,2042,7,109.97,EUR
2660,1295,2023-12-26,2042,9,65.27,DKK
2661,1242,2023-06-03,2033,4,61.93,SEK
2662,1495,2023-07-18,2010,9,172.26,EUR
2663,1239,2023-01-05,2027,3,72.41,EUR
2664,1154,2023-06-22,2034,6,80.14,USD
2665,1024,2023-12-15,2016,9,165.75,USD
2666,1184,2023-12-12,2016,9,175.06,EUR
2667,1019,2023-06-10,2008,3,35.78,DKK
2668,1330,2023-10-17,2013,9,100.85,EUR
2669,1178,2023-03-27,2013,1,106.38,EUR
2670,1032,2023-04-20,2031,1,57.21,SEK
2671,1071,2023-06-23,2044,2,147.9,USD
2672,1317,2023-05-07,2028,3,99.88,EUR
2673,1056,2023-04-26,2020,1,159.35,USD
2674,1475,2023-10-20,2038,6,122.32,EUR
2675,1302,2023-10-22,2037,5,0.23,DKK
2676,1479,2023-09-22,2009,3,79.56,DKK
2677,1324,2023-05-23,2042,5,67.46,EUR
2678,1089,2023-01-14,2015,3,95.45,EUR
2679,1398,2023-07-28,2026,9,167.09,EUR
2680,1114,2023-11-02,2011,7,204.3,EUR
2681,1161,2023-06-12,2026,2,-5.0,USD
2682,1330,2023-07-13,2025,3,130.54,EUR
2683,1279,2023-07-14,2017,5,34.0,SEK
2684,1362,2023-02-12,2033,4,81.71,USD
2685,1175,2023-07-31,2036,5,145.2,EUR
2686,1468,2023-03-31,2017,6,149.42,USD
2687,1341,2023-01-24,2034,6,147.33,EUR
2688,1452,2023-04-09,2008,1,38.86,EUR
2689,1454,2023-11-27,2016,6,38.0,EUR
2690,1336,2023-08-28,2029,6,27.06,EUR
2691,1356,2023-01-31,2022,5,160.15,SEK
2692,1291,2023-12-15,2036,8,133.1,EUR
2693,1238,2023-12-03,2048,2,115.27,EUR
2694,1435,2023-05-17,2049,6,93.66,EUR
2695,1342,2023-04-13,2034,3,141.24,EUR
2696,1491,2023-04-17,2044,3,107.53,EUR
2697,1414,2023-11-30,2008,2,89.35,DKK
2698,1297,2023-02-04,2040,3,150.33,EUR
2699,1266,2023-07-23,2023,3,-5.0,DKK
2700,1266,2023-09-05,2009,3,100.29,EUR
2701,1413,2023-08-10,2000,6,158.43,USD
2702,1421,2023-07-19,2010,7,172.27,EUR
2703,1143,2023-02-02,2016,6,26.27,EUR
2704,1085,2023-02-27,2027,4,138.34,EUR
2705,1382,2023-12-29,2025,2,92.4,EUR
2706,1299,2023-01-18,2036,8,43.41,USD
2707,1307,2023-09-16,2005,7,171.61,DKK
2708,1098,2023-03-18,2019,8,21.7,USD
2709,1124,2023-05-03,2017,7,183.32,SEK
2710,1358,2023-10-09,2015,9,126.63,USD
2711,1466,2023-02-15,2048,3,48.87,EUR
2712,1102,2023-09-18,2046,6,58.16,EUR
2713,1027,2023-07-07,2012,9,42.68,EUR
2714,1264,2023-08-20,2047,3,145.0,DKK
2715,1128,2023-08-17,2048,1,26.02,USD
2716,1498,2023-04-21,2000,2,125.96,EUR
2717,1193,2023-02-06,2024,8,64.54,DKK
2718,1348,2023-07-02,2023,6,123.7,EUR
2719,1036,2023-04-19,2030,8,119.51,DKK
2720,1057,2023-08-04,2004,8,33.92,EUR
2721,1365,2023-04-08,2004,1,146.73,DKK
2722,1094,2023-08-14,2004,7,39.94,EUR
2723,1238,2023-12-31,2026,7,106.86,DKK
2724,1496,2023-05-28,2026,2,43.55,EUR
2725,1196,2023-06-03,2022,1,17.91,EUR
2726,1452,2023-01-25,2049,3,62.07,EUR
2727,1018,2023-05-31,2022,1,165.86,DKK
2728,1304,2023-07-21,2004,3,82.72,EUR
2729,1391,2023-02-11,2022,3,69.06,USD
2730,1181,2023-04-06,2019,6,77.44,DKK
2731,1345,2023-12-01,2004,7,133.91,DKK
2732,1330,2023-12-22,2029,1,1.08,USD
2733,1253,2023-12-12,2009,1,153.29,EUR
2734,1044,2023-10-18,2036,5,89.0,USD
2735,1265,2023-08-13,2024,8,175.71,EUR
2736,1319,2023-02-11,2038,3,145.11,EUR
2737,1127,2023-01-06,2018,1,122.11,SEK
2738,1294,2023-11-30,2032,5,-27.7,USD
2739,1236,2023-09-09,2029,5,6.95,DKK
2740,1290,2023-03-17,2011,4,67.7,USD
2741,1344,2023-11-08,2002,6,220.58,EUR
2742,1308,2023-08-10,2004,8,134.41,USD
2743,1392,2023-08-11,2048,1,38.29,EUR
2744,1039,2023-08-29,2011,2,45.31,SEK
2745,1315,2023-10-03,2049,9,86.11,EUR
2746,1178,2023-05-08,2025,5,89.45,EUR
2747,1436,2023-02-02,2000,9,121.81,EUR
2748,1105,2023-02-07,2018,5,68.23,EUR
2749,1261,2023-02-13,2045,1,30.25,DKK
2750,1106,2023-06-04,2027,9,163.77,SEK
2751,1293,2023-04-28,2047,2,68.77,USD
2752,1194,2023-02-19,2036,1,55.15,EUR
2753,1437,2023-01-10,2014,2,63.15,SEK
2754,1204,2023-01-28,2001,4,88.66,USD
2755,1120,2023-03-21,2026,2,102.52,EUR
2756,1302,2023-03-15,2010,9,78.82,EUR
2757,1058,2023-06-21,2003,1,0.0,DKK
2758,1269,2023-02-22,2018,2,88.91,USD
2759,1447,2023-11-19,2040,7,135.56,EUR
2760,1396,2023-03-22,2028,2,77.79,USD
2761,1447,2023-07-10,2029,9,124.42,EUR
2762,1172,2023-11-04,2019,2,30.99,DKK
2763,1014,2023-02-22,2020,4,87.89,EUR
2764,1211,2023-03-04,2013,6,160.26,DKK
2765,1446,2023-01-18,2036,5,151.93,USD
2766,1455,2023-03-30,2036,9,94.8,EUR
2767,1281,2023-10-04,2028,5,144.23,SEK
2768,1251,2023-12-26,2002,5,83.74,DKK
2769,1362,2023-03-30,2034,5,41.06,DKK
2770,1322,2023-11-09,2006,1,58.39,USD
2771,1151,2023-10-15,2029,3,148.27,EUR
2772,1263,2023-03-13,2002,4,191.25,EUR
2773,1081,2023-04-30,2019,8,50.38,DKK
2774,1321,2023-05-10,2016,3,144.78,EUR
2775,1250,2023-09-17,2003,7,19.78,USD
2776,1060,2023-06-15,2009,7,118.9,USD
2777,1144,2023-08-20,2012,4,86.75,EUR
2778,1222,2023-07-27,2033,6,63.15,USD
2779,1176,2023-03-01,2012,3,75.91,EUR
2780,1229,2023-10-27,2046,9,17.36,EUR
2781,1258,2023-11-09,2019,6,25.13,EUR
2782,1175,2023-05-07,2022,7,58.13,DKK
2783,1373,2023-10-09,2028,8,142.97,DKK
2784,1106,2023-08-15,2046,8,85.73,EUR
2785,1262,2023-08-17,2037,1,94.69,USD
2786,1378,2023-11-06,2000,4,27.2,DKK
2787,1328,2023-07-22,2044,7,102.9,EUR
2788,1490,2023-05-14,2048,8,14.8,USD
2789,1276,2023-04-27,2017,4,125.05,EUR
2790,1204,2023-06-10,2038,9,244.31,USD
2791,1115,2023-02-27,2028,5,18.57,DKK
2792,1075,2023-03-18,2027,7,98.54,EUR
2793,1406,2023-08-31,2009,9,34.25,DKK
2794,1339,2023-02-19,2001,6,30.97,EUR
2795,1083,2023-06-25,2049,9,183.79,
2796,1495,2023-03-28,2038,1,-16.87,DKK
2797,1183,2023-10-22,2008,8,42.54,USD
2798,1499,2023-08-29,2018,6,59.85,EUR
2799,1280,2023-03-18,2033,4,89.51,EUR
2800,1321,2023-04-02,2012,5,-2.37,EUR
2801,1064,2023-04-06,2029,6,161.31,SEK
2802,1344,2023-09-01,2039,9,117.16,EUR
2803,1374,2023-01-12,2023,3,-5.0,USD
2804,1304,2023-03-18,2004,8,125.02,EUR
2805,1316,2023-10-25,2044,8,116.67,DKK
2806,1270,2023-10-19,2039,3,130.83,EUR
2807,1199,2023-12-13,2003,6,59.21,SEK
2808,1481,2023-09-02,2001,1,33.3,EUR
2809,1344,2023-06-03,2007,8,91.29,EUR
2810,1351,2023-11-16,2045,3,25.73,EUR
2811,1003,2023-09-12,2046,8,52.78,EUR
2812,1070,2023-09-17,2048,9,14.49,EUR
2813,1174,2023-09-05,2047,5,71.71,EUR
2814,1113,2023-12-11,2041,3,64.11,DKK
2815,1263,2023-02-16,2023,7,105.88,EUR
2816,1486,2023-10-26,2038,9,103.38,EUR
2817,1074,2023-01-22,2029,9,27.05,EUR
2818,1278,2023-04-25,2025,6,216.19,EUR
2819,1265,2023-09-23,2034,4,43.22,EUR
2820,1496,2023-05-18,2005,4,141.21,EUR
2821,1491,2023-04-30,2010,1,7.74,DKK
2822,1257,2023-10-08,2023,4,116.32,EUR
2823,1441,2023-05-03,2018,2,60.61,EUR
2824,1454,2023-07-06,2032,4,72.8,SEK
2825,1433,2023-09-10,2025,3,0.0,EUR
2826,1089,2023-12-21,2020,7,67.39,DKK
2827,1120,2023-08-13,2042,4,256.05,USD
2828,1114,2023-05-30,2029,8,171.29,DKK
2829,1078,2023-06-26,2007,1,66.32,EUR
2830,1020,2023-04-13,2039,3,60.92,DKK
2831,1124,2023-06-08,2003,5,123.97,EUR
2832,1453,2023-09-26,2031,7,35.78,EUR
2833,1249,2023-10-29,2017,8,71.24,EUR
2834,1007,2023-11-04,2047,5,61.22,EUR
2835,1255,2023-03-13,2006,5,66.48,SEK
2836,1098,2023-02-08,2022,6,154.22,USD
2837,1434,2023-10-13,2031,8,62.5,EUR
2838,1262,2023-03-07,2017,8,138.1,EUR
2839,1299,2023-03-10,2023,9,84.5,DKK
2840,1460,2023-03-16,2045,3,30.96,DKK
2841,1309,2023-08-15,2028,4,-44.74,EUR
2842,1488,2023-04-17,2025,9,72.2,EUR
2843,1378,2023-04-09,2006,6,137.7,DKK
2844,1050,2023-09-12,2033,9,99.78,SEK
2845,1230,2023-12-05,2042,6,134.23,USD
2846,1395,2023-09-07,2030,3,115.88,USD
2847,1343,2023-10-13,2048,8,18.08,USD
2848,1297,2023-03-26,2043,3,105.41,DKK
2849,1277,2023-11-15,2039,4,143.5,SEK
2850,1473,2023-09-22,2030,4,112.41,EUR
2851,1270,2023-02-16,2048,5,188.55,SEK
2852,1235,2023-12-28,2026,7,92.43,SEK
2853,1229,2023-01-12,2018,9,45.02,EUR
2854,1231,2023-03-25,2002,5,147.57,EUR
2855,1426,2023-09-08,2045,7,79.7,EUR
2856,1293,2023-11-16,2031,3,86.58,EUR
2857,1429,2023-11-20,2006,9,59.9,USD
2858,1488,2023-03-05,2014,5,217.01,USD
2859,1314,2023-01-18,2015,4,94.01,DKK
2860,1273,2023-11-14,2006,3,59.99,EUR
2861,1182,2023-08-24,2037,2,138.7,EUR
2862,1320,2023-11-09,2007,7,22.55,USD
2863,1378,2023-03-04,2035,1,161.35,EUR
2864,1191,2023-11-21,2038,4,114.24,SEK
2865,1425,2023-09-06,2014,2,96.82,EUR
2866,1253,2023-05-18,2004,9,71.08,DKK
2867,1248,2023-08-29,2039,8,87.75,DKK
2868,1135,2023-01-26,2036,3,100.6,DKK
2869,1162,2023-04-15,2033,2,165.38,USD
2870,1234,2023-07-12,2039,9,110.26,EUR
2871,1045,2023-09-07,2002,7,77.18,EUR
2872,1207,2023-11-19,2047,4,193.37,EUR
2873,1175,2023-08-23,2012,4,91.55,USD
2874,1460,2023-05-16,2026,4,64.21,DKK
2875,1279,2023-06-12,2021,5,118.98,USD
2876,1332,2023-01-23,2023,4,27.74,EUR
2877,1237,2023-09-21,2031,4,116.31,EUR
2878,1392,2023-03-03,2007,6,118.82,EUR
2879,1430,2023-12-13,2023,9,42.97,EUR
2880,1029,2023-11-13,2023,4,70.02,DKK
2881,1452,2023-09-19,2045,3,30.26,DKK
2882,1320,2023-09-16,2047,2,-8.3,DKK
2883,1460,2023-10-15,2031,6,116.29,EUR
2884,1481,2023-05-13,2047,7,87.15,EUR
2885,1317,2023-05-02,2028,3,126.54,EUR
2886,1075,2023-05-01,2020,1,73.77,USD
2887,1498,2023-09-27,2008,6,79.77,USD
2888,1073,2023-02-02,2021,5,119.18,EUR
2889,1238,2023-12-08,2047,9,54.06,USD
2890,1446,2023-05-09,2016,6,132.35,USD
2891,1305,2023-02-02,2046,4,0.0,EUR
2892,1474,2023-04-04,2011,3,29.95,USD
2893,1371,2023-11-11,2027,3,174.21,EUR
2894,1375,2023-08-11,2042,3,109.65,EUR
2895,1142,2023-01-14,2014,6,43.22,EUR
2896,1365,2023-02-15,2024,9,139.74,EUR
2897,1350,2023-03-11,2017,8,130.94,EUR
2898,1340,2023-06-23,2039,6,47.18,DKK
2899,1489,2023-09-04,2012,2,96.03,EUR
2900,1483,2023-05-23,2018,4,184.76,USD
2901,1193,2023-06-10,2046,2,126.23,EUR
2902,1037,2023-07-04,2019,7,153.03,USD
2903,1100,2023-07-09,2041,8,147.43,EUR
2904,1120,2023-01-15,2001,1,199.56,USD
2905,1479,2023-12-16,2049,2,155.87,USD
2906,1369,2023-09-08,2023,6,82.46,EUR
2907,1010,2023-04-22,2043,3,135.25,USD
2908,1029,2023-08-23,2022,9,92.09,DKK
2909,1059,2023-05-30,2030,3,69.55,USD
2910,1148,2023-03-02,2046,6,101.1,EUR
2911,1439,2023-12-19,2003,1,136.44,EUR
2912,1350,2023-05-02,2033,1,65.28,EUR
2913,1301,2023-01-14,2018,3,129.52,EUR
2914,1415,2023-10-08,2017,3,20.7,EUR
2915,1374,2023-05-27,2031,7,86.02,USD
2916,1492,2023-08-01,2043,5,34.81,SEK
2917,1231,2023-10-12,2048,7,62.66,USD
2918,1242,2023-12-20,2012,3,51.0,EUR
2919,1023,2023-10-05,2019,9,1.79,EUR
2920,1052,2023-05-14,2009,4,126.88,EUR
2921,1485,2023-08-04,2048,8,-18.61,USD
2922,1473,2023-05-07,2045,6,60.42,USD
2923,1284,2023-01-05,2028,3,61.92,EUR
2924,1469,2023-08-18,2037,1,121.2,SEK
2925,1450,2023-04-15,2047,4,128.49,USD
2926,1441,2023-11-04,2006,6,140.5,SEK
2927,1438,2023-12-12,2003,1,59.34,DKK
2928,1217,2023-06-01,2027,6,49.28,DKK
2929,1133,2023-09-04,2045,2,29.2,EUR
2930,1425,2023-05-21,2033,9,80.1,USD
2931,1414,2023-03-23,2036,2,79.15,EUR
2932,1308,2023-07-09,2002,9,8.89,SEK
2933,1198,2023-05-07,2005,8,66.34,DKK
2934,1263,2023-12-03,2010,6,81.14,USD
2935,1113,2023-03-08,2013,5,123.23,EUR
2936,1155,2023-01-15,2041,6,62.66,EUR
2937,1304,2023-07-18,2032,4,66.24,EUR
2938,1094,2023-10-07,2013,5,175.56,DKK
2939,1473,2023-09-03,2004,9,-20.28,SEK
2940,1486,2023-05-11,2017,4,133.19,EUR
2941,1488,2023-02-04,2027,7,114.68,EUR
2942,1401,2023-01-27,2048,8,81.35,EUR
2943,1346,2023-06-04,2033,4,68.41,EUR
2944,1184,2023-02-03,2037,1,164.7,USD
2945,1098,2023-07-25,2021,6,8.06,EUR
2946,1463,2023-04-07,2001,8,93.39,SEK
2947,1293,2023-12-16,2030,4,179.84,USD
2948,1175,2023-12-18,2004,9,-4.99,SEK
2949,1162,2023-03-23,2040,9,161.66,DKK
2950,1329,2023-11-21,2048,2,89.47,EUR
2951,1044,2023-12-14,2024,2,115.88,USD
2952,1374,2023-06-17,2026,3,0.0,USD
2953,1334,2023-06-01,2028,7,165.03,EUR
2954,1036,2023-01-16,2031,6,91.46,EUR
2955,1421,2023-04-01,2020,5,-0.62,EUR
2956,1494,2023-09-25,2001,8,22.32,EUR
2957,1430,2023-02-24,2016,1,165.26,USD
2958,1451,2023-06-04,2041,2,83.68,SEK
2959,1244,2023-10-16,2004,8,134.9,EUR
2960,1170,2023-08-11,2044,6,156.8,USD
2961,1115,2023-05-14,2016,8,126.21,EUR
2962,1076,2023-10-24,2047,8,170.71,DKK
2963,1468,2023-05-05,2035,7,165.99,USD
2964,1392,2023-02-02,2037,1,104.38,DKK
2965,1340,2023-08-15,2000,4,118.32,EUR
2966,1358,2023-01-30,2030,3,81.26,DKK
2967,1390,2023-01-19,2046,7,139.56,EUR
2968,1284,2023-05-04,2020,3,129.89,SEK
2969,1370,2023-06-26,2024,4,160.28,EUR
2970,1093,2023-10-29,2030,9,174.0,USD
2971,1390,2023-10-31,2014,1,130.95,USD
2972,1169,2023-10-22,2007,2,61.43,USD
2973,1247,2023-01-10,2018,5,82.84,EUR
2974,1111,2023-12-18,2047,4,53.69,DKK
2975,1165,2023-07-24,2048,4,2.26,USD
2976,1356,2023-03-22,2043,7,58.56,SEK
2977,1214,2023-01-08,2026,5,-0.76,EUR
2978,1415,2023-12-02,2006,8,104.97,EUR
2979,1134,2023-01-03,2011,6,176.67,DKK
2980,1059,2023-09-21,2017,2,135.68,EUR
2981,1131,2023-02-05,2019,4,159.11,EUR
2982,1148,2023-07-11,2024,5,73.34,EUR
2983,1477,2023-12-02,2033,3,114.03,SEK
2984,1213,2023-12-12,2020,5,117.28,USD
2985,1410,2023-10-15,2045,3,49.8,USD
2986,1084,2023-09-20,2005,9,49.6,USD
2987,1174,2023-01-27,2044,4,188.03,DKK
2988,1344,2023-07-29,2004,7,101.62,EUR
2989,1082,2023-01-30,2042,6,129.67,EUR
2990,1189,2023-10-21,2036,6,118.06,EUR
2991,1183,2023-07-27,2023,5,66.26,EUR
2992,1416,2023-04-04,2001,6,159.15,SEK
2993,1135,2023-01-29,2017,5,179.14,EUR
2994,1459,2023-09-16,2011,8,84.07,SEK
2995,1313,2023-12-10,2021,7,62.66,USD
2996,1228,2023-12-30,2028,8,88.94,DKK
2997,1183,2023-06-15,2019,5,92.79,EUR
2998,1020,2023-07-24,2020,5,72.8,EUR
2999,1352,2023-04-12,2038,5,80.39,EUR
3000,1487,2023-04-19,2041,1,130.71,EUR
3001,1141,2023-09-10,2047,5,151.93,EUR
3002,1169,2023-08-24,2000,2,47.41,USD
3003,1142,2023-01-27,2033,9,83.69,EUR
3004,1498,2023-11-13,2013,9,-34.79,EUR
3005,1423,2023-01-27,2005,2,90.81,EUR
3006,1374,2023-11-17,2045,7,140.59,EUR
3007,1494,2023-05-12,2030,3,100.26,EUR
3008,1351,2023-11-24,2024,5,179.49,SEK
3009,1185,2023-05-25,2004,9,70.04,EUR
3010,1458,2023-06-17,2007,1,38.04,SEK
3011,1258,2023-12-07,2007,3,186.37,EUR
3012,1257,2023-12-31,2040,9,171.08,EUR
3013,1254,2023-01-06,2012,9,90.12,SEK
3014,1356,2023-08-19,2029,3,60.15,EUR
3015,1340,2023-09-26,2015,4,57.34,SEK
3016,1350,2023-08-31,2048,1,68.69,EUR
3017,1455,2023-03-15,2048,9,149.15,EUR
3018,1145,2023-03-17,2002,3,22.98,SEK
3019,1135,2023-09-22,2031,1,109.76,EUR
3020,1487,2023-02-03,2010,9,120.35,DKK
3021,1408,2023-08-27,2000,1,54.99,USD
3022,1027,2023-07-10,2038,1,179.05,USD
3023,1314,2023-12-08,2044,6,185.72,DKK
3024,1114,2023-03-03,2007,1,206.47,DKK
3025,1347,2023-09-21,2046,3,69.44,EUR
3026,1248,2023-10-06,2005,2,109.48,SEK
3027,1189,2023-09-17,2027,5,222.77,USD
3028,1338,2023-02-20,2044,9,68.52,USD
3029,1455,2023-07-09,2028,6,119.26,EUR
3030,1228,2023-04-29,2035,8,80.06,EUR
3031,1340,2023-05-03,2045,1,79.06,DKK
3032,1403,2023-03-27,2038,5,112.38,DKK
3033,1496,2023-03-12,2009,7,109.84,EUR
3034,1327,2023-09-11,2015,9,93.41,DKK
3035,1416,2023-06-20,2027,5,114.06,EUR
3036,1028,2023-08-14,2045,2,71.02,USD
3037,1471,2023-11-03,2014,6,86.57,USD
3038,1021,2023-06-21,2011,6,81.35,USD
3039,1180,2023-12-18,2037,3,117.31,EUR
3040,1284,2023-04-14,2004,7,83.38,USD
3041,1280,2023-06-29,2009,9,46.49,DKK
3042,1355,2023-04-21,2005,4,67.67,DKK
3043,1417,2023-06-26,2045,8,39.98,USD
3044,1417,2023-10-16,2010,1,218.46,EUR
3045,1312,2023-02-19,2014,8,110.71,DKK
3046,1101,2023-08-07,2024,9,115.97,DKK
3047,1304,2023-02-10,2028,9,102.42,EUR
3048,1084,2023-04-19,2020,7,97.56,EUR
3049,1170,2023-08-11,2003,5,118.69,USD
3050,1194,2023-05-07,2018,6,50.31,EUR
3051,1219,2023-02-28,2004,4,136.42,DKK
3052,1262,2023-03-10,2009,7,30.44,EUR
3053,1425,2023-11-30,2039,3,76.41,DKK
3054,1249,2023-04-18,2027,6,55.03,DKK
3055,1011,2023-09-07,2006,1,79.78,USD
3056,1239,2023-04-16,2001,1,71.83,USD
3057,1322,2023-09-16,2028,9,111.5,USD
3058,1417,2023-07-11,2025,7,101.25,EUR
3059,1394,2023-02-22,2032,4,108.91,DKK
3060,1413,2023-10-21,2004,3,64.29,DKK
3061,1133,2023-03-26,2012,2,57.93,USD
3062,1015,2023-12-15,2017,9,101.6,EUR
3063,1128,2023-06-09,2001,9,71.42,EUR
3064,1002,2023-10-09,2020,8,97.76,USD
3065,1181,2023-04-25,2018,2,109.69,EUR
3066,1242,2023-06-14,2037,9,111.77,EUR
3067,1425,2023-09-08,2036,3,156.55,EUR
3068,1387,2023-02-21,2000,2,113.18,USD
3069,1184,2023-06-19,2023,7,100.54,DKK
3070,1050,2023-10-19,2035,4,83.6,EUR
3071,1097,2023-11-09,2041,5,101.79,DKK
3072,1317,2023-01-13,2046,6,97.15,EUR
3073,1285,2023-01-26,2022,6,109.33,EUR
3074,1348,2023-01-08,2046,8,121.71,DKK
3075,1432,2023-06-14,2018,6,100.95,EUR
3076,1348,2023-05-07,2015,3,158.18,SEK
3077,1298,2023-10-23,2014,7,166.49,EUR
3078,1409,2023-08-22,2042,8,166.26,USD
3079,1253,2023-02-13,2009,6,138.68,DKK
3080,1080,2023-08-17,2044,8,85.16,DKK
3081,1485,2023-03-30,2016,4,58.98,EUR
3082,1417,2023-08-05,2033,8,46.64,EUR
3083,1437,2023-08-16,2027,8,127.97,EUR
